id,name,description,sku,price,stock_quantity,weight,status,vendor_id,low_stock_threshold,min_order_quantity,average_rating,total_reviews,thumbnail_url,image_urls,is_active,discount_value,created_at,updated_at
103,Nike Air Max 270,Description of Nike Air Max 270,SKU0103,33.34,472,9.18,ACTIVE,8,20,5,1.36,529,https://example.com/thumb_103.jpg,https://example.com/images/product_103.jpg,0,28.27,2024-12-15 19:17:49.254070,2024-10-06 03:50:02.590124
104,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0104,26.74,976,9.38,ACTIVE,5,17,3,3.26,241,https://example.com/thumb_104.jpg,https://example.com/images/product_104.jpg,0,0.79,2024-08-14 19:56:31.361999,2023-03-03 14:10:32.399536
105,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0105,23.31,292,0.63,DRAFT,9,12,1,3.18,58,https://example.com/thumb_105.jpg,https://example.com/images/product_105.jpg,1,9.67,2024-11-06 18:13:37.494474,2024-01-18 23:21:24.048577
106,Philips Blender,Description of Philips Blender,SKU0106,22.3,254,5.96,INACTIVE,8,1,4,2.73,529,https://example.com/thumb_106.jpg,https://example.com/images/product_106.jpg,1,20.0,2024-01-20 13:15:44.280096,2023-12-03 20:00:09.934867
107,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0107,71.06,464,5.85,ACTIVE,5,19,1,2.6,764,https://example.com/thumb_107.jpg,https://example.com/images/product_107.jpg,1,8.76,2023-12-01 07:26:23.655270,2024-10-06 15:16:31.544871
108,LG Smart Fridge,Description of LG Smart Fridge,SKU0108,20.47,556,3.89,DRAFT,10,12,2,3.43,496,https://example.com/thumb_108.jpg,https://example.com/images/product_108.jpg,0,25.94,2024-11-29 23:11:59.976359,2024-06-08 13:02:01.406477
109,Think and Grow Rich,Description of Think and Grow Rich,SKU0109,82.68,53,1.88,ACTIVE,2,9,4,4.22,88,https://example.com/thumb_109.jpg,https://example.com/images/product_109.jpg,1,25.45,2024-06-28 06:14:10.493360,2023-01-08 21:07:50.519035
110,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0110,63.51,496,7.84,INACTIVE,1,10,3,3.82,486,https://example.com/thumb_110.jpg,https://example.com/images/product_110.jpg,1,2.52,2023-08-19 19:45:20.338723,2023-04-24 18:09:57.830847
111,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0111,8.48,800,8.11,DRAFT,10,1,5,3.24,608,https://example.com/thumb_111.jpg,https://example.com/images/product_111.jpg,0,10.02,2024-06-01 02:41:18.625142,2023-04-01 22:06:45.631009
112,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0112,7.65,827,6.35,INACTIVE,2,20,3,4.83,229,https://example.com/thumb_112.jpg,https://example.com/images/product_112.jpg,0,21.15,2023-01-06 14:23:35.507810,2024-11-16 11:01:13.049015
113,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0113,12.59,610,5.1,DRAFT,3,4,4,2.18,472,https://example.com/thumb_113.jpg,https://example.com/images/product_113.jpg,1,28.74,2023-12-13 00:13:38.573290,2024-02-07 18:42:45.508744
114,Dell XPS 13,Description of Dell XPS 13,SKU0114,45.72,101,4.75,DRAFT,9,13,4,1.75,860,https://example.com/thumb_114.jpg,https://example.com/images/product_114.jpg,0,6.91,2024-04-15 19:35:02.157840,2023-12-07 07:01:21.851779
115,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0115,86.07,268,6.85,ACTIVE,4,2,1,3.64,935,https://example.com/thumb_115.jpg,https://example.com/images/product_115.jpg,1,28.81,2023-02-21 16:28:26.366474,2023-10-25 02:13:58.612486
116,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0116,67.09,202,1.93,ACTIVE,10,9,3,1.93,942,https://example.com/thumb_116.jpg,https://example.com/images/product_116.jpg,1,20.81,2023-03-14 01:41:31.617964,2023-08-08 22:11:59.304543
117,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0117,64.26,791,8.23,INACTIVE,10,9,3,3.41,143,https://example.com/thumb_117.jpg,https://example.com/images/product_117.jpg,0,0.71,2024-09-07 00:46:46.975181,2024-04-19 20:27:05.206557
118,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0118,58.88,312,8.7,INACTIVE,4,8,1,1.81,95,https://example.com/thumb_118.jpg,https://example.com/images/product_118.jpg,0,26.47,2024-12-26 03:06:10.990826,2024-08-21 19:37:16.698769
119,Apple iPad Pro,Description of Apple iPad Pro,SKU0119,36.0,380,3.57,INACTIVE,4,13,4,4.11,42,https://example.com/thumb_119.jpg,https://example.com/images/product_119.jpg,1,12.8,2023-03-25 12:23:20.045761,2024-01-11 12:01:06.601661
120,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0120,25.62,395,3.69,ACTIVE,10,8,4,3.57,274,https://example.com/thumb_120.jpg,https://example.com/images/product_120.jpg,0,4.7,2023-10-31 15:06:07.912303,2023-03-22 15:58:27.136415
121,GoPro Hero11,Description of GoPro Hero11,SKU0121,27.02,139,2.12,DRAFT,9,6,1,2.08,656,https://example.com/thumb_121.jpg,https://example.com/images/product_121.jpg,1,2.89,2024-04-25 04:19:01.878878,2024-09-19 23:24:27.741900
122,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0122,24.25,293,9.77,ACTIVE,10,16,2,4.15,809,https://example.com/thumb_122.jpg,https://example.com/images/product_122.jpg,0,23.36,2023-04-14 04:09:11.259228,2024-08-12 13:44:06.186493
123,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0123,41.59,433,1.34,INACTIVE,3,2,2,3.51,776,https://example.com/thumb_123.jpg,https://example.com/images/product_123.jpg,0,4.62,2023-06-04 18:30:01.665774,2023-09-16 13:08:34.143475
124,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0124,90.5,846,9.89,INACTIVE,6,3,1,2.75,523,https://example.com/thumb_124.jpg,https://example.com/images/product_124.jpg,0,28.67,2023-05-24 01:48:52.034365,2023-04-02 11:42:30.163063
125,Nike Air Max 270,Description of Nike Air Max 270,SKU0125,94.16,644,1.32,DRAFT,1,17,3,1.07,350,https://example.com/thumb_125.jpg,https://example.com/images/product_125.jpg,0,28.2,2024-04-25 19:30:18.966547,2023-06-01 01:00:35.954678
126,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0126,89.1,215,8.68,INACTIVE,9,3,1,3.21,914,https://example.com/thumb_126.jpg,https://example.com/images/product_126.jpg,0,22.88,2024-07-04 06:53:25.387610,2023-02-18 21:36:01.267148
127,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0127,77.79,806,5.42,DRAFT,6,13,5,3.26,480,https://example.com/thumb_127.jpg,https://example.com/images/product_127.jpg,1,16.85,2023-07-22 21:07:51.023029,2023-09-06 13:41:04.382194
128,Philips Blender,Description of Philips Blender,SKU0128,98.96,840,9.3,DRAFT,3,14,2,4.33,237,https://example.com/thumb_128.jpg,https://example.com/images/product_128.jpg,0,19.33,2023-03-15 04:07:13.910930,2024-10-04 10:34:16.780514
129,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0129,74.62,33,9.59,ACTIVE,1,2,5,2.09,134,https://example.com/thumb_129.jpg,https://example.com/images/product_129.jpg,1,0.97,2023-09-28 17:58:34.216495,2024-10-29 23:53:20.439518
130,LG Smart Fridge,Description of LG Smart Fridge,SKU0130,54.2,739,8.36,INACTIVE,4,8,5,1.7,932,https://example.com/thumb_130.jpg,https://example.com/images/product_130.jpg,1,20.71,2023-11-03 12:29:56.662985,2024-07-27 11:36:42.619301
131,Think and Grow Rich,Description of Think and Grow Rich,SKU0131,47.63,513,3.14,DRAFT,4,14,1,4.51,652,https://example.com/thumb_131.jpg,https://example.com/images/product_131.jpg,1,1.63,2023-08-14 18:06:25.541109,2024-10-19 02:25:38.697996
132,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0132,66.2,182,8.54,ACTIVE,9,15,2,4.17,195,https://example.com/thumb_132.jpg,https://example.com/images/product_132.jpg,1,19.99,2024-08-21 05:12:50.487077,2023-07-14 21:24:25.470570
133,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0133,40.81,22,0.72,ACTIVE,2,17,2,3.32,644,https://example.com/thumb_133.jpg,https://example.com/images/product_133.jpg,1,7.53,2023-07-21 05:17:35.832134,2024-04-01 23:15:39.185837
134,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0134,37.74,497,5.22,INACTIVE,4,4,3,1.14,22,https://example.com/thumb_134.jpg,https://example.com/images/product_134.jpg,1,14.52,2024-02-21 01:55:19.419008,2024-08-02 01:34:45.741988
135,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0135,58.79,973,8.35,ACTIVE,6,6,2,3.0,72,https://example.com/thumb_135.jpg,https://example.com/images/product_135.jpg,0,18.78,2023-05-04 11:18:38.738226,2024-10-10 02:14:06.056289
136,Dell XPS 13,Description of Dell XPS 13,SKU0136,85.74,555,1.97,ACTIVE,9,17,2,4.95,438,https://example.com/thumb_136.jpg,https://example.com/images/product_136.jpg,0,6.68,2024-11-04 15:24:21.304857,2023-10-31 18:04:52.511371
137,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0137,31.24,801,9.11,ACTIVE,9,8,5,1.5,0,https://example.com/thumb_137.jpg,https://example.com/images/product_137.jpg,1,28.31,2024-05-31 17:51:38.478416,2024-09-05 19:40:26.542538
138,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0138,62.59,441,5.62,INACTIVE,6,18,4,4.07,945,https://example.com/thumb_138.jpg,https://example.com/images/product_138.jpg,1,9.83,2023-11-04 05:15:30.087176,2023-04-22 03:44:17.807109
139,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0139,50.83,855,4.85,DRAFT,8,6,2,4.32,348,https://example.com/thumb_139.jpg,https://example.com/images/product_139.jpg,0,26.08,2024-09-09 10:49:40.831114,2023-12-15 17:01:26.940590
140,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0140,61.6,341,8.87,INACTIVE,10,1,1,3.32,751,https://example.com/thumb_140.jpg,https://example.com/images/product_140.jpg,0,16.43,2024-06-29 21:24:16.071507,2023-03-15 05:52:02.883958
141,Apple iPad Pro,Description of Apple iPad Pro,SKU0141,16.43,646,8.27,INACTIVE,8,12,4,1.77,862,https://example.com/thumb_141.jpg,https://example.com/images/product_141.jpg,0,15.41,2023-04-04 02:50:34.321999,2023-12-15 18:46:51.349120
142,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0142,65.06,87,4.88,INACTIVE,10,10,2,3.45,299,https://example.com/thumb_142.jpg,https://example.com/images/product_142.jpg,1,19.11,2023-07-02 02:17:05.329725,2024-09-05 17:20:50.240436
143,GoPro Hero11,Description of GoPro Hero11,SKU0143,7.22,516,3.34,ACTIVE,5,20,5,4.77,299,https://example.com/thumb_143.jpg,https://example.com/images/product_143.jpg,0,11.35,2023-03-09 13:01:37.573523,2024-12-26 14:40:33.154956
144,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0144,39.72,634,4.97,INACTIVE,9,1,2,2.98,375,https://example.com/thumb_144.jpg,https://example.com/images/product_144.jpg,1,5.03,2023-10-07 11:05:27.193253,2024-02-28 05:56:06.839020
145,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0145,51.66,134,2.57,ACTIVE,2,6,4,3.0,291,https://example.com/thumb_145.jpg,https://example.com/images/product_145.jpg,1,8.07,2023-12-24 16:48:02.148656,2023-04-18 09:03:48.369901
146,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0146,75.01,740,4.07,DRAFT,10,16,5,4.55,112,https://example.com/thumb_146.jpg,https://example.com/images/product_146.jpg,0,17.43,2024-08-25 15:34:42.676492,2023-06-09 10:01:48.719796
147,Nike Air Max 270,Description of Nike Air Max 270,SKU0147,98.48,552,2.0,DRAFT,5,2,4,3.49,82,https://example.com/thumb_147.jpg,https://example.com/images/product_147.jpg,1,21.36,2023-10-23 10:37:36.883784,2024-05-13 13:03:16.636600
148,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0148,43.49,458,5.91,INACTIVE,10,19,4,4.5,109,https://example.com/thumb_148.jpg,https://example.com/images/product_148.jpg,1,1.95,2023-10-16 06:21:33.513942,2023-08-31 08:06:25.477292
149,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0149,93.4,867,5.41,ACTIVE,7,13,1,1.89,171,https://example.com/thumb_149.jpg,https://example.com/images/product_149.jpg,0,6.87,2024-10-20 00:13:48.653057,2024-03-16 08:36:17.116922
150,Philips Blender,Description of Philips Blender,SKU0150,81.54,911,6.78,INACTIVE,5,16,4,2.88,967,https://example.com/thumb_150.jpg,https://example.com/images/product_150.jpg,0,8.1,2023-08-18 23:47:22.724676,2024-07-15 13:49:26.505471
151,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0151,48.4,572,3.94,DRAFT,6,20,2,1.78,952,https://example.com/thumb_151.jpg,https://example.com/images/product_151.jpg,1,23.43,2024-09-13 22:07:46.130391,2023-05-19 15:09:58.004963
152,LG Smart Fridge,Description of LG Smart Fridge,SKU0152,74.38,305,1.7,INACTIVE,3,2,1,3.46,223,https://example.com/thumb_152.jpg,https://example.com/images/product_152.jpg,0,17.17,2023-03-14 17:32:30.289538,2024-12-03 03:49:26.840930
153,Think and Grow Rich,Description of Think and Grow Rich,SKU0153,36.86,113,9.14,DRAFT,9,1,1,1.05,861,https://example.com/thumb_153.jpg,https://example.com/images/product_153.jpg,1,21.26,2024-01-12 05:03:41.435275,2024-05-13 12:27:22.396431
154,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0154,64.18,587,8.69,INACTIVE,6,12,4,4.6,245,https://example.com/thumb_154.jpg,https://example.com/images/product_154.jpg,0,2.98,2024-06-18 06:15:45.442222,2024-08-04 17:59:35.492544
155,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0155,89.69,623,2.29,DRAFT,2,7,1,1.91,283,https://example.com/thumb_155.jpg,https://example.com/images/product_155.jpg,1,28.95,2023-07-04 04:33:26.689131,2023-04-26 23:27:33.932699
156,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0156,38.51,410,8.77,ACTIVE,2,9,2,3.39,375,https://example.com/thumb_156.jpg,https://example.com/images/product_156.jpg,1,2.86,2023-10-21 03:01:05.314275,2023-05-28 08:07:55.643423
157,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0157,67.31,617,6.29,INACTIVE,8,19,5,2.37,733,https://example.com/thumb_157.jpg,https://example.com/images/product_157.jpg,1,0.34,2023-01-30 12:03:54.067078,2023-11-15 15:12:03.646083
158,Dell XPS 13,Description of Dell XPS 13,SKU0158,57.64,230,8.59,ACTIVE,3,7,3,1.42,869,https://example.com/thumb_158.jpg,https://example.com/images/product_158.jpg,1,11.75,2023-08-08 01:40:47.894780,2024-10-08 08:43:36.546364
159,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0159,53.13,556,2.82,DRAFT,4,4,2,1.5,358,https://example.com/thumb_159.jpg,https://example.com/images/product_159.jpg,0,12.08,2023-10-02 03:06:28.139702,2024-11-02 17:04:40.881950
160,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0160,77.04,971,7.09,DRAFT,2,18,1,1.17,431,https://example.com/thumb_160.jpg,https://example.com/images/product_160.jpg,1,7.97,2024-12-09 12:53:08.244686,2023-12-11 03:04:59.050982
161,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0161,8.51,388,7.68,DRAFT,7,8,1,3.74,670,https://example.com/thumb_161.jpg,https://example.com/images/product_161.jpg,0,14.27,2023-09-24 03:14:56.877746,2024-11-20 03:05:19.114986
162,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0162,73.51,645,8.04,INACTIVE,3,13,2,2.15,798,https://example.com/thumb_162.jpg,https://example.com/images/product_162.jpg,1,24.13,2023-12-31 04:42:18.820050,2024-03-26 21:49:33.476195
163,Apple iPad Pro,Description of Apple iPad Pro,SKU0163,15.05,459,4.88,INACTIVE,4,8,3,1.54,336,https://example.com/thumb_163.jpg,https://example.com/images/product_163.jpg,0,8.83,2024-09-21 09:59:58.898887,2024-06-23 18:04:16.353490
164,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0164,49.93,14,7.53,INACTIVE,10,11,4,1.54,209,https://example.com/thumb_164.jpg,https://example.com/images/product_164.jpg,1,17.01,2024-05-17 12:41:11.132348,2024-02-23 10:00:08.821521
165,GoPro Hero11,Description of GoPro Hero11,SKU0165,39.38,588,3.36,DRAFT,3,11,3,1.59,808,https://example.com/thumb_165.jpg,https://example.com/images/product_165.jpg,0,27.54,2023-06-02 03:55:35.156359,2024-01-28 23:35:26.473209
166,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0166,21.53,89,9.59,ACTIVE,8,12,4,4.22,921,https://example.com/thumb_166.jpg,https://example.com/images/product_166.jpg,0,11.7,2023-01-07 20:40:05.804357,2024-04-14 14:54:33.646211
167,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0167,35.88,899,1.73,INACTIVE,8,10,4,1.88,465,https://example.com/thumb_167.jpg,https://example.com/images/product_167.jpg,0,27.01,2024-02-26 13:49:40.302186,2024-08-10 06:06:42.759779
168,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0168,99.29,404,2.19,DRAFT,4,3,2,2.08,947,https://example.com/thumb_168.jpg,https://example.com/images/product_168.jpg,1,16.43,2024-04-06 21:27:00.141646,2024-05-13 09:00:05.224923
169,Nike Air Max 270,Description of Nike Air Max 270,SKU0169,99.73,476,5.16,DRAFT,4,3,1,2.92,451,https://example.com/thumb_169.jpg,https://example.com/images/product_169.jpg,0,2.59,2024-02-28 06:33:58.337098,2023-09-13 05:30:38.927011
170,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0170,25.29,410,4.11,DRAFT,3,12,3,1.07,580,https://example.com/thumb_170.jpg,https://example.com/images/product_170.jpg,0,25.13,2023-02-20 09:17:48.623369,2024-10-06 12:53:24.548192
171,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0171,8.64,43,7.0,ACTIVE,5,5,2,1.21,116,https://example.com/thumb_171.jpg,https://example.com/images/product_171.jpg,0,17.57,2024-01-19 07:40:28.185612,2024-07-31 08:20:35.096942
172,Philips Blender,Description of Philips Blender,SKU0172,75.56,941,2.96,ACTIVE,5,16,2,3.96,535,https://example.com/thumb_172.jpg,https://example.com/images/product_172.jpg,0,11.37,2023-09-14 18:38:47.925949,2023-10-26 16:57:44.278787
173,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0173,57.28,786,8.29,DRAFT,8,2,3,4.84,767,https://example.com/thumb_173.jpg,https://example.com/images/product_173.jpg,0,29.67,2024-11-11 20:50:42.849140,2023-06-24 23:54:21.511223
174,LG Smart Fridge,Description of LG Smart Fridge,SKU0174,74.79,570,9.45,DRAFT,4,11,5,2.28,350,https://example.com/thumb_174.jpg,https://example.com/images/product_174.jpg,1,6.94,2023-12-01 19:20:28.453382,2023-09-17 03:28:48.485439
175,Think and Grow Rich,Description of Think and Grow Rich,SKU0175,10.82,915,0.97,ACTIVE,7,14,4,3.0,160,https://example.com/thumb_175.jpg,https://example.com/images/product_175.jpg,1,25.05,2023-12-27 12:51:16.249760,2023-05-09 04:12:45.184336
176,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0176,80.3,629,8.4,DRAFT,9,2,2,1.95,288,https://example.com/thumb_176.jpg,https://example.com/images/product_176.jpg,1,10.71,2024-01-25 02:04:12.732967,2023-01-09 19:16:41.581098
177,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0177,97.47,491,2.39,DRAFT,9,8,3,4.92,41,https://example.com/thumb_177.jpg,https://example.com/images/product_177.jpg,0,14.97,2023-04-16 20:33:57.760829,2023-12-03 15:40:18.813735
178,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0178,26.89,745,3.77,ACTIVE,2,1,3,1.87,967,https://example.com/thumb_178.jpg,https://example.com/images/product_178.jpg,1,29.76,2024-12-23 18:01:50.367755,2024-03-08 07:10:33.792639
179,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0179,54.58,743,5.44,DRAFT,7,19,3,2.57,211,https://example.com/thumb_179.jpg,https://example.com/images/product_179.jpg,0,5.23,2024-03-10 05:30:28.455062,2023-03-18 01:25:42.555862
180,Dell XPS 13,Description of Dell XPS 13,SKU0180,55.0,542,1.55,INACTIVE,9,9,5,3.29,552,https://example.com/thumb_180.jpg,https://example.com/images/product_180.jpg,0,23.48,2024-11-13 23:06:11.083301,2023-08-07 15:45:41.575077
181,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0181,53.28,198,6.0,INACTIVE,6,17,4,1.19,116,https://example.com/thumb_181.jpg,https://example.com/images/product_181.jpg,1,2.08,2024-06-30 07:29:22.409110,2024-05-06 21:03:09.356714
182,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0182,87.8,998,1.58,INACTIVE,9,2,2,3.67,966,https://example.com/thumb_182.jpg,https://example.com/images/product_182.jpg,1,23.68,2023-01-20 20:06:47.419578,2023-12-24 01:39:13.092520
183,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0183,10.51,215,9.99,INACTIVE,3,20,3,3.9,998,https://example.com/thumb_183.jpg,https://example.com/images/product_183.jpg,1,26.81,2023-06-19 15:46:06.676542,2023-04-01 21:49:38.721605
184,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0184,44.89,532,5.09,ACTIVE,8,1,2,4.39,467,https://example.com/thumb_184.jpg,https://example.com/images/product_184.jpg,0,23.97,2023-01-25 17:58:30.999828,2023-07-11 19:37:44.067879
185,Apple iPad Pro,Description of Apple iPad Pro,SKU0185,85.22,228,4.33,INACTIVE,6,11,3,2.56,247,https://example.com/thumb_185.jpg,https://example.com/images/product_185.jpg,0,9.53,2023-03-09 06:13:33.267841,2023-10-09 10:44:35.079432
186,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0186,97.24,488,8.47,INACTIVE,9,2,5,2.0,696,https://example.com/thumb_186.jpg,https://example.com/images/product_186.jpg,0,5.96,2023-11-09 10:36:59.364246,2023-08-05 02:04:53.213802
187,GoPro Hero11,Description of GoPro Hero11,SKU0187,30.71,435,4.19,ACTIVE,6,4,1,3.48,209,https://example.com/thumb_187.jpg,https://example.com/images/product_187.jpg,1,27.99,2023-12-03 00:13:54.303434,2024-03-05 13:04:05.244912
188,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0188,95.59,892,7.12,DRAFT,5,17,5,4.24,424,https://example.com/thumb_188.jpg,https://example.com/images/product_188.jpg,0,28.41,2023-07-03 11:02:52.934765,2023-07-12 17:38:54.156599
189,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0189,82.89,233,4.55,INACTIVE,4,15,2,3.87,64,https://example.com/thumb_189.jpg,https://example.com/images/product_189.jpg,0,14.06,2023-04-01 19:06:25.368958,2024-05-21 15:06:28.539739
190,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0190,58.14,497,0.76,DRAFT,6,1,2,3.88,819,https://example.com/thumb_190.jpg,https://example.com/images/product_190.jpg,1,25.94,2024-10-23 20:47:40.316241,2024-11-17 07:36:44.515496
191,Nike Air Max 270,Description of Nike Air Max 270,SKU0191,85.81,964,0.58,INACTIVE,6,7,3,2.04,735,https://example.com/thumb_191.jpg,https://example.com/images/product_191.jpg,1,5.91,2024-03-01 02:03:54.653372,2023-08-17 10:37:03.105274
192,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0192,21.16,884,9.89,DRAFT,6,6,2,1.44,323,https://example.com/thumb_192.jpg,https://example.com/images/product_192.jpg,0,9.19,2023-11-18 03:02:59.596139,2024-08-23 03:29:52.904968
193,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0193,36.0,187,8.48,INACTIVE,5,3,2,3.97,538,https://example.com/thumb_193.jpg,https://example.com/images/product_193.jpg,1,27.5,2024-09-13 23:17:32.508506,2023-08-17 04:03:22.156316
194,Philips Blender,Description of Philips Blender,SKU0194,87.29,54,8.17,ACTIVE,8,19,1,1.38,682,https://example.com/thumb_194.jpg,https://example.com/images/product_194.jpg,1,21.61,2024-04-27 22:50:21.875088,2023-11-16 15:16:52.869125
195,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0195,36.36,541,7.41,INACTIVE,2,10,2,3.35,760,https://example.com/thumb_195.jpg,https://example.com/images/product_195.jpg,1,5.42,2024-07-19 23:12:18.132615,2023-04-16 17:53:56.395430
196,LG Smart Fridge,Description of LG Smart Fridge,SKU0196,64.01,501,1.51,INACTIVE,4,8,3,3.14,536,https://example.com/thumb_196.jpg,https://example.com/images/product_196.jpg,1,1.21,2023-12-31 08:09:34.976324,2024-11-18 13:28:17.423013
197,Think and Grow Rich,Description of Think and Grow Rich,SKU0197,88.47,16,2.49,INACTIVE,2,10,5,3.68,986,https://example.com/thumb_197.jpg,https://example.com/images/product_197.jpg,1,20.48,2024-01-13 19:57:54.201781,2024-11-24 09:45:13.244509
198,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0198,75.45,34,7.29,DRAFT,2,8,2,1.0,450,https://example.com/thumb_198.jpg,https://example.com/images/product_198.jpg,0,0.04,2024-08-26 17:05:28.072503,2024-12-09 12:00:38.144355
199,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0199,77.34,737,6.79,ACTIVE,9,19,2,4.39,243,https://example.com/thumb_199.jpg,https://example.com/images/product_199.jpg,1,24.83,2023-09-06 19:31:40.344949,2024-05-13 17:40:49.807097
200,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0200,24.09,113,5.14,ACTIVE,8,8,1,1.7,290,https://example.com/thumb_200.jpg,https://example.com/images/product_200.jpg,1,26.91,2024-09-25 22:11:08.091153,2024-06-01 16:14:24.924244
201,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0201,99.61,436,7.56,INACTIVE,8,15,3,1.56,404,https://example.com/thumb_201.jpg,https://example.com/images/product_201.jpg,1,6.93,2024-10-02 08:54:40.827647,2023-02-28 23:42:13.507460
202,Dell XPS 13,Description of Dell XPS 13,SKU0202,41.15,598,5.26,ACTIVE,9,14,2,2.25,690,https://example.com/thumb_202.jpg,https://example.com/images/product_202.jpg,0,6.84,2023-06-02 08:02:34.150434,2023-01-14 07:57:39.584340
203,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0203,55.25,679,2.57,INACTIVE,6,18,2,2.5,859,https://example.com/thumb_203.jpg,https://example.com/images/product_203.jpg,1,17.24,2023-04-25 22:09:42.902386,2024-01-24 04:13:24.281195
204,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0204,29.88,837,6.03,DRAFT,4,7,4,4.25,980,https://example.com/thumb_204.jpg,https://example.com/images/product_204.jpg,0,21.24,2024-11-15 21:48:53.682674,2023-11-05 20:03:58.115260
205,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0205,88.43,420,1.01,ACTIVE,9,12,1,1.39,0,https://example.com/thumb_205.jpg,https://example.com/images/product_205.jpg,0,13.95,2024-08-30 10:42:35.861901,2023-01-16 04:08:10.086058
